SL.,NCR REPORT NO.,DATE OF NCR ,DATE  OF DETECTION,ITEM DESCRIPTION,NCR Description,Part Number,"Modified or Unmodified
FMI",Failure After FMI,Faulty Sl. No.,Healthy Sl. No.,ISSUED BY,Qty.,SUB-SYSTEM, Train No,CAR,RESPONSIBILITY (VENDOR/BEML),STATUS,ITEM REPAIRED/ RECOUPED,ITEM REPLACED (IF ANY),DATE OF REPAIRED/REPLACED,SOURCE,DATE OF INVESTIGATION REPORT RECEIVED,"NCR CLOSED BY DOC.,",GATE PASS           S/No,Remarks,IR Printed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-878,01/Dec/25,11/Nov/25,KR-6AA Relay valve ,"During rake (TS#15) offering to mainline on 11.11.2025 the following faults observed in MC1 bogie 2 when DBV applied in mode selector OFF position by Motorman. 
1.	FDS release DCL failure B2
2.	CDS DCL deviation B2

Defect was communicated via a job card by customer. During investigation at IBL03 we found major air leakage from EBCU KR-6AA relay valve port of MC1 BG1 BCU1 & MC2 BG2 BCU2 under braking and motoring conditions.
To rectify the above fault OEM decided to replace the faulty KR-6AA relay valve of MC1 BG1 BCU1 from DLP stock and TS#15 MC2 BG2 BCU2 faulty KR-6AA relay valve was swapped from healthy KR-6AA relay valve of TS#17 MC2 BG2 BCU2 to make train healthy for mainline revenue services.
KBI confirmed that the KR-6AA relay valve at both the location mentioned above was faulty on 20.11.2025 after investigation.
Correction/ corrective action result:
1.	TS#15 MC1 BG1 BCU1 KR-6AA relay valve details:
Faulty serial no:2923276163                 Healthy serial  no:2920222365(DLP)
TS#15 MC2 BG2 BCU2 KR-6AA relay valve details:
Faulty serial no:2923196094                 Healthy serial  no:2920042211(TS#17)
2.	M/s KBI has to submit the failure investigation report.
3.	M/s KBI has to recoup the replacement material at the earliest for fitment in TS#17
4.	M/s KBI has to recoup the DLP material at the earliest.",___,___,,"i) 2923276163,    
ii) 2923196094","i) 2920222365
ii) 2920042211",Shirshendu Majumder,2,Bogie,15,"MC1-BG1
MC2-BG2",M/s KBI,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-879,05/Dec/25,05/Dec/25,Interior light DC contactor 2 (ILDCC2),"During routine inspection of electrical panels, observed cables are loose at contact (1L1) of ILDCC2 contactor of TC1 for Train set 16. We tried to properly tighten the cables but failed. After further investigation, it was observed that locking screw is not getting any feed after applying torque, freely rotating. It may happen due to improper thread inside the hole. To make train healthy contactor being replaced from DLP stock.   
Correction/ corrective action result:
1. Faulty relay being replaced with healthy relay which was taken from DLP stock to continue the operation.
2. M/s AAL has to provide 1 no. Interior light DC contactor 2 (ILDCC2) immediately to maintain the DLP stock at Depot.",LC1 DT256 FD S207,___,,___,___,Shirshendu Majumder,1,Lighting,16,TC1,M/s AAL,OPEN,Recouped,,"Received on 
05.01.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-880,30/Dec/25,15/Dec/25,Compressor,"During the schedule maintenance of MR607, Metro Railway has reported that for DMC1, VAC1, RCCB (QF01) is tripping immediately whenever VAC was made to run in normal mode.
When checked on Mona PTU, it is found that RCCB trip fault is active in event log. Further when phisically checked in VAC control panel, RCCB (QF01) is found in tripped condition. For investigation purpose, RCCB was reset and all sub component of VACs are made to run one by one in service mode through MONA PTU. When Compressor 2 was triggered, immediately RCCB again got tripped.
The reffered compressor was checked for winding resistance accross all the phases & found balanced i.e., 1.2 Ω, 1.3 Ω & 1.3 Ω. Further all related wirings are checked for any looseness, cut mark or damage, found everything normal.
When compressor winding is checked with respect to ground. It is found that for compressor 2 winding (U, V & W) Vs ground is showing value measured as 4 Ω for all the 3 phases which should actually show as open loop. 
Based on above, compressor 2 fault has been assured. VAC SI. NO. G18-4082.
Faulty si. no. - 18BG9789Z
Healthy si. no. - 24DC3413Z
Correction/ corrective action result:
1. Item to be repaired/ replaced in DLP at the earliest.
2. Investigation report to be submitted for closure of the NCR.
Note: This is 11th compressor failure after flashing of SW 0.12. ",___,___,,18BG9789Z,24DC3413Z,Shilpa Sahu,1,VAC,07,"DMC1 - VAC1
Comp.2",M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-881,30/Dec/25,22/Dec/25,Smoke Sensor,"MR has reported for the Smoke Detected fault in mainline during revenue operation.
Previously, same fault appeared twice in mainline on 11.12.25 & 12.12.25.For the 1st time fault when checked in depot, found some foreign particles near to smoke sensor. thus, smoke sensor has been cleaned & reinstalled to VAC. for the 2nd time when checked at depot, no abnormalities observed. Thus, kept under monitoring. In both the cases, fault was not active in depot during investigation.
Again during 3rd time failure also, fault was not active in depot during investigation. All related wiring from equipment (smoke sensor) side to VAC control panel has been checked and found ok. Health of KA2 relay has also been checked by simulating smoke in depot and found ok.
Additionally, smoke sensor has also been swapped with the other VAC of same train, but fault not popped up. 
Since every day during revenue operation, reffered fault is getting reported thus on suspect basis this time smoke sensor, of TC1, VAC1 has been replaced with the DLP stock and is kept under monitoring.
Healthy SI. NO.: C1516091008
Faulty SI. NO.: CH1516091024.
Correction/ Corrective action result:
1. Smoke sensor has been replaced from DLP stock.
Items details: 
Healthy SI. NO.: C1516091008
Faulty SI. NO.: CH1516091024.
2. Material to be recouped/ repaired at the earliest.
3. Investigation report to be submitted for closure of the NCR.",___,___,,CH1516091024,C1516091008,Shilpa Sahu,1,VAC,16,TC1 - VAC1,M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,NCR-BEML RS3R-T&C-CPD-882,30/Dec/25,24/Dec/25,Emergency Inverter,"In TS#01 MC2 VAC1 emergency inverter fault was reported by Metro railway during their schedule checking at depot. MR has confirmed that particular VAC is not running in emergency mode. 
On investigation it was found that EMI is physically not running. Emergency inverter was checked for any wire looseness or wrong connection, but no abnormalities were found. Further, it was checked at inverter terminal, following observations were made:
a) Pin no- 1 & 2 (110V DC) found ok.
b) Pin no- 3 (110V DC) EMI ok signal found ok.
c) Pin no- 4 (110V DC) EMI ok signal found not ok.
d) Pin no- 5 & 6 (110V DC) START + & START - found ok.
e) Pin no 7, 8 & 9 (U, V & W) output voltage is zero.
Based on same inverter is decleared faulty by FTI. After replacement function test done & found ok.
Correction/Corrective action result:
1. The faulty inverter is replaced with a healthy emergency inverter and VAC function checked and it is working normally.
Healthy SI. NO. 0205 (modified)
Faulty SI. NO. 0445 (modified)
2. Investigation report to be submitted for closer of the NCR.
Note: This is 69th modified emergency inverter failure.",BTN2028U51,Modified,,0445,0205,Shilpa Sahu,1,VAC,01,MC2 - VAC1,M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-883,30/Dec/25,24/Dec/25,Smoke Sensor,"MR has reported for the Smoke detected fault in mainline during revenue operation.
This is the 4th time when same fault appeared in mainline for the same location. It may please be noted that just on 23.12.25, smoke sensor has been replaced from DLP stock on suspect basis as no abnormalities were observed from wiring side during investigation.
This time fault was active in depot during investigation. All related wiring from equipement (smoke sensor) side to VAC control panel has been checked and found ok. Firstly, on suspect basis PLC has been replaced with DLP stock but fault not got reset. Then once again Smoke Sensor has been replaced with another smoke sensor from DLP stock and fault got reset.
The faulty smoke sensor failed with in 24 hrs. of opeartion, thus raising a question mark on the reliability of the Equipment.
Correction/ Corrective action result:
1. Smoke sensor has been replaced from DLP stock.
Items details: 
Healthy SI. NO.: C1515091015
Faulty SI. NO.: CH1516091008.
2. Material to be recouped/ repaired at the earliest.
3. Investigation report to be submitted for closure of the NCR.",___,___,,CH1516091008,C1515091015,Shilpa Sahu,1,VAC,16,TC1 - VAC1,M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-884,30/Dec/25,27/Dec/25,Emergency Inverter,"In TS#05 DMC2 VAC1 emergency inverter fault was reported by Metro railway during their schedule checking at depot. MR has confirmed that particular VAC is not running in emergency mode. 
On investigation it was found that EMI is physically not running. Emergency inverter was checked for any wire looseness or wrong connection, but no abnormalities were found. Further, it was checked at inverter terminal, following observations were made:
a) Pin no- 1 & 2 (110V DC) found ok.
b) Pin no- 3 (110V DC) EMI ok signal found ok.
c) Pin no- 4 (110V DC) EMI ok signal found not ok.
d) Pin no- 5 & 6 (110V DC) START + & START - found ok.
e) Pin no 7, 8 & 9 (U, V & W) output voltage is zero.
Based on same inverter is decleared faulty by FTI. After replacement function test done & found ok.
Correction/Corrective action result:
1. The faulty inverter is replaced with a healthy emergency inverter and VAC function checked and it is working normally.
Healthy SI. NO. 005 (modified)
Faulty SI. NO. 059 (modified)
2. Investigation report to be submitted for closer of the NCR.
Note: This is 70th modified emergency inverter failure.",BTN2028U51,Modified,,059,005,Shilpa Sahu,1,VAC,05,DMC2 - VAC1,M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-886,03/Jan/26,27/Dec/25,Saloon door spindle - Left side,"TS#15-DMC1-R1 -Saloon door - Left side spindle rod broken at Bengal chemical platform in East bond and door was partially open condition after door close command given by Motorman at 10.57 am during revenue operation on 27/12/2025.
The defective door couldn't be manually closed by the Motorman. Train departed from Bengal chemical at 11.10 am with two maintenance staff guarding the door and arrived at Sector V platform at 11.19 am instead of 11.06 am.
KBI jointly checked broken spindle with BEML and Metro Railway and confirmed the spindle rod broken at end of mounting bracket at CP Depot.

1.	M/s KBI has replaced faulty Spindle rod from DLP Stock & Serial no is not available in healthy and faulty Spindle rod.
2.	Saloon door function checked after replacement and found no any Vibration and shaking from Spindle rod.
3.	Pull force 65 N and other installation parameters found within range.
4.	Please recouped the material With FIR.
5.	Photos attached in Annexure",3TD04451R07,___,___,___,___,Sunil Kumar Rajan,1,Door,15,DMC1 - R1,M/s KBI,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-887,03/Jan/26,30/Dec/25,Saloon door spindle - Left side,"TS#16-DMC2-R1 -Saloon door - abnormal sound reported by Metro Railway in Saloon door operation during revenue operation on 30/12/2025.
We have attended the abnormal sound issue in the saloon door at the Depot after revenue operation on 30/12/2025 and It has been noticed that the Left side spindle rod was broken.
KBI Team ( Local and H.O executives) jointly checked broken spindle with BEML and Metro Railway on 02/01/2026 and confirmed the spindle rod broken at end of mounting bracket at CP Depot.

1.	Spindle rod was not available in DLP stock, Hence KBI requested BEML to take spindle on loan basis from Metro railway. BEML taken 1 no spindle-LHS on loan basis from customer as KBI confirmed to return the spindle to Customer.   
2.	M/s KBI has replaced faulty Spindle rod from GA Stock (Loan basis)on 02/02/2026 & Serial no is not available in healthy and faulty Spindle rod.
3.	Saloon door function checked after replacement and found no any Vibration and shaking from Spindle rod.
4.	Pull force 70 N and other installation parameters found within range.
5.	Please recouped the material With FIR.
6.	Photos attached in Annexure",3TD04451R07,___,___,___,___,Sunil Kumar Rajan,1,Door,16,DMC2 - R1,M/s KBI,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-888,03/Jan/26,30/Dec/25,Saloon door spindle rod - left,"TS#15 DMC2 R1 saloon door left side spindle rod bent noticed during function checking of saloon doors. We have checked door movement, pull force (80N) & other parameters and found ok.
Above issue reported to KBI for attending the failure.
1. M/s KBI has to be replaced faulty Spindle rod from DLP Stock on top priority.
2. Please replace the spindle rod with FIR.",3TD04451R07,___,,___,___,Sunil Kumar Rajan,1,Door,15,DMC2 - R1 - Left,M/s KBI,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-889,12/Jan/26,00-Jul-25,"Vertical Damper Brackets - RHS
Vertical Damper Brackets - LHS","Vertical damper brackets are cracking in revenue trains since 2024 to till the date and TS#01 to 14 - All Vertical damper brackets replacement done along with fire barrier assembly in Motor cars only on January 2025 and brackets did not replace in Trailer Cars (TC Cars).
164 nos. New Vertical damper brackets again started failing from July 2025 to till the date after Vertical dampers brackets replacement.
Our R&D Team proposed New design Vertical damper brackets & same approved by GC/KMRCL and installed new design brackets in 2 Train sets (TS#03 & 15) in Dec 2025 at CP Depot Kolkata and kept under monitoring for 4 months.
V.D.Brackets are continues cracking other Train sets on regular basis except TS#03 & 15. 
TS#01 to 17 – Failed Vertical Damper brackets As Per Annexure-1/CPD/889
(1)TS#01 to 17 – Vertical Damper Brackets failed = LHS -80 NOS and RHS 84 NOS.
(2)Spare Vertical Damper Brackets are required (TS#01to 17) for DLP = 10 NOS LHS and 10 RHS.
Corrective Action : 
Last 15 days Vertical damper brackets are cracking in revenue train sets on daily basis and We are replacing with old brackets ,that stock are also exhausting, however We are required new design / old design Vertical damper brackets on urgent basis to make train healthy (Train sets#01 to 17) otherwise Train sets cannot send to revenue operation in Crack vertical damper brackets condition and Customer will keep the Train sets in BEML account due to above issue. 
Total Vertical Damper Brackets are required with Spares = 90 nos. LHS and 94 nos. RHS",___,___,,___,___,Sunil Kumar Rajan,"i) 84 nos.
ii) 80 nos.",Bogie ,01 - 17,___,M/s BEML,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-890,,,Emergency Inverter,,,Modified,,,,Shilpa Sahu,1,VAC,,,M/s Faiveley,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-891,,,Emergency Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-892,10/Feb/26,10/Feb/26,Saloon Door DCU,"TS#17 DMC2 DL1 saloon door was found not closing during close command given through left door close push button. 
Further, TCMS VDU fault record showed ""DCU fault broken wire in the circuit of door drive motor DL1"" in car no 1217 (DMC2).
During investigation it was observed by KBI that TS#17 DMC2 L1 saloon door DCU not functioning efficiently. 
KBI field officer confirmed that above mentioned saloon door DCU is faulty after detailed investigation.
1. M/s KBI has replaced faulty DCU (Sr. no: 315281-00000812-1023) from DLP stock (healthy DCU Si. No. 315281-00000155-0917) on 29.01.2026.
2. Saloon door function checked after replacement of saloon door DCU and found DMC2 DL1 door working normally. 
3. Please submit FIR for NCR closer.",3ED01922R20,___,,315281-00000812-1023,315281-00000155-0917,Akhilesh Yadav,1,Door,17,DMC2-DL1,M/s KBI,OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,NCR-BEML RS3R-T&C-CPD-903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
